CUSIP,ISIN,Current Face in Local Currency in Thousand,Current Face in USD,99-20 or not,Intention,Book Price,Excluded from Analysis?
126673BE1,,4739," 4,739,059.61 ",No,AFS,100.0000,NO
06050HVL9,,51," 50,851.58 ",No,AFS,100.0000,NO
004375BR1,US004375BR15,580," 580,193.42 ",No,AFS,100.0000,NO
004375BS9,US004375BS97,580," 580,192.55 ",No,AFS,100.0000,NO
059522BH4,US059522BH47,30246," 30,245,714.42 ",Yes,AFS,73.7410,NO
86358RYP6,,1223," 1,223,200.24 ",No,AFS,100.0000,NO
05946XH55,US05946XH550,13918," 13,917,577.32 ",Yes,AFS,77.3480,NO
466247CG6,,3309," 3,308,830.81 ",No,AFS,100.0000,NO
59025JAD7,US59025JAD72,33450," 33,450,218.23 ",Yes,AFS,65.8800,NO
59022XAE7,US59022XAE76,2763," 2,763,184.37 ",No,AFS,99.7209,NO
059522BD3,US059522BD33,10871," 10,871,381.03 ",Yes,AFS,78.3400,NO
05949CRS7,US05949CRS79,8403," 8,402,501.47 ",Yes,AFS,69.7830,NO
05949A5Z9,,4827," 4,827,060.88 ",Yes,AFS,80.0030,NO
07386YAC8,,29087," 29,087,490.63 ",Yes,AFS,60.8850,NO
94983CAF4,,1624," 1,624,470.80 ",Yes,AFS,41.9610,NO
76112BGK0,,133," 132,896.80 ",No,AFS,100.0000,NO
126671QN9,,984," 984,117.68 ",No,AFS,100.0000,NO
86359AB93,,5595," 5,594,563.46 ",No,AFS,100.0000,NO
05949CQA7,US05949CQA70,7014," 7,013,651.23 ",Yes,AFS,79.9840,NO
126694K56,,6679," 6,679,432.75 ",Yes,AFS,76.2500,NO
36228FMM5,,204," 204,068.29 ",No,AFS,100.0000,NO
55265KG37,,21," 20,973.91 ",No,AFS,97.1982,NO
05948XGZ8,,20038," 20,038,474.30 ",No,HTM,100.1065,NO
05949CPD2,,4990," 4,989,664.84 ",Yes,AFS,75.7520,NO
161631AJ5,US161631AJ55,2047," 2,047,038.32 ",Yes,AFS,68.1660,NO
16163FAN5,US16163FAN50,651," 628,219.94 ",Yes,AFS,76.7180,NO
22540VLE0,US22540VLE01,981," 980,903.30 ",No,AFS,100.0000,NO
885220GD9,,25041," 25,041,059.64 ",No,AFS,100.0000,NO
12669FXH1,,4168," 4,167,887.63 ",Yes,AFS,96.9770,NO
05949ARP7,,3597," 3,597,450.25 ",No,AFS,100.0000,NO
05949AUS7,,3891," 3,891,489.73 ",No,AFS,100.0000,NO
36185N6M7,,3463," 3,462,849.12 ",Yes,AFS,85.9170,NO
05949AW63,,3992," 3,991,535.84 ",Yes,AFS,69.3420,NO
59020UGT6,US59020UGT60,2650," 2,650,054.89 ",No,AFS,100.0000,NO
05949A4G2,,4959," 4,958,658.91 ",Yes,AFS,82.9640,NO
05949AQZ6,,2955," 2,954,680.20 ",Yes,AFS,90.3790,NO
05949AH52,,2353," 2,352,709.05 ",Yes,AFS,82.1210,NO
36242DFQ1,,2228," 2,228,344.50 ",Yes,AFS,88.7080,NO
05949AHR4,US05949AHR41,1892," 1,892,325.20 ",No,AFS,100.0000,NO
5899294G0,,1655," 1,654,740.46 ",No,AFS,100.0000,NO
12669EHN9,US12669EHN94,1545," 1,545,143.03 ",No,AFS,100.0000,NO
05949AKX7,,1433," 1,433,252.80 ",No,AFS,100.0000,NO
59020UAA3,,1467," 1,466,731.12 ",Yes,AFS,94.3810,NO
05949AY46,,1238," 1,237,888.92 ",Yes,AFS,81.7100,NO
07384MA85,,1112," 1,111,748.65 ",Yes,AFS,92.2360,NO
058928AH5,US058928AH57,4552," 4,551,829.22 ",Yes,AFS,73.2240,NO
12669E6G6,,867," 866,654.14 ",No,AFS,100.0000,NO
949812AA9,,804," 804,169.68 ",No,AFS,100.0000,NO
589929W53,US589929W539,679," 678,712.46 ",No,AFS,100.0000,NO
05948XZB0,,538," 537,555.45 ",No,AFS,100.0000,NO
12669FAR4,,487," 487,029.64 ",Yes,AFS,94.6840,NO
05949AGR5,US05949AGR59,483," 482,500.36 ",No,AFS,100.0000,NO
22541NXT1,,488," 487,777.01 ",Yes,AFS,100.0000,NO
5899293M8,,464," 464,278.62 ",Yes,AFS,96.5060,NO
22541QZP0,,379," 379,264.81 ",No,AFS,100.0000,NO
05948XQ46,,273," 272,597.60 ",No,AFS,100.0000,NO
40538FAE3,,15000," 15,000,000.00 ",No,AFS,97.4814,NO
00084PAS2,,50000," 50,000,000.00 ",No,AFS,100.0000,NO
07131LAA8,,50000," 50,000,000.00 ",No,AFS,99.6390,NO
42983FAJ8,,40000," 40,000,000.00 ",No,AFS,100.0000,NO
46643ABE2,,10000," 10,000,000.00 ",No,AFS,102.9995,NO
04013PAF8,,25000," 25,000,000.00 ",No,AFS,100.0000,NO
590219AE1,US590219AE19," 3,061.00 "," 3,060,867.62 ",Yes,AFS,100.0000,NO
590219AE1,US590219AE19," 39,791.00 "," 39,791,279.82 ",Yes,HTM,100.0000,NO
